Номер победы	Партия	Дата запуска	Код	Номенклатура	Количество в заказе	Перемещено	Дефицит	Обеспечена МП	Обеспечена метизы	Пометка удаления	Заказчик	Спецификация	Изделие
921844	1	11.02.2020	11283	Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	294,98494624		294,98494624	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	11.02.2020	11286	Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	979,54782609		979,54782609	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	11.02.2020	12036	Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	2 450,15652174		2 450,15652174	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	11.02.2020	15134	Уголок 125х125х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	3 533,38666667		3 533,38666667	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	11.02.2020	15136	Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	844,8		844,8	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	11.02.2020	15167	Уголок 125х125х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	4 134,85176471		4 134,85176471	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	11.02.2020	15193	Уголок 45х45х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	3 980,97204301		3 980,97204301	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	11.02.2020	15428	Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	45,03225806		45,03225806	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	11.02.2020	15431	Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	497,80645161		497,80645161	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	11.02.2020	15718	Уголок 140х140х12 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	5 512,06588235		5 512,06588235	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	11.02.2020	13009	Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	2 502,59784946		2 502,59784946	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	11.02.2020	00-00000766	Труба 73х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19821-2014	465,6		465,6	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,17777778		0,17777778	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	11269	Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	1 281,18588235		1 281,18588235	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	11280	Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	804,86233766		804,86233766	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	11289	Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	640,7255814		640,7255814	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	11726	Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	73,10344828		73,10344828	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	12986	Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	735,16883117		735,16883117	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	214,30909091		214,30909091	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	15180	Лист 30 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	716,3012987		716,3012987	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	15205	Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	394,71058824		394,71058824	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	11270	Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	2 436,06021505		2 436,06021505	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	14228	Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	74,94222222		74,94222222	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	14953	Круг 10 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	1,22352941		1,22352941	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	14954	Круг 40 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	184,14222222		184,14222222	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	15029	Круг 20 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	1 151,36		1 151,36	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	15121	Круг 12 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	100,8		100,8	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	14143	Лист ПВ 506 ТУ 36.26.11-5-89 ст3 ГОСТ 380-2005	379,15		379,15	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	13077	Лист ромб 4 ГОСТ 8568-77 ст3 ГОСТ 380-2005	499,43529412		499,43529412	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	11268	Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	144,89462366		144,89462366	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	11278	Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	2 966,52903226		2 966,52903226	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	11283	Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	294,98494624		294,98494624	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	11286	Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	979,54782609		979,54782609	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	12036	Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	2 450,15652174		2 450,15652174	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	15134	Уголок 125х125х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	3 533,38666667		3 533,38666667	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	15136	Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	844,8		844,8	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	15167	Уголок 125х125х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	4 134,85176471		4 134,85176471	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	15193	Уголок 45х45х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	3 980,97204301		3 980,97204301	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	15428	Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	45,03225806		45,03225806	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	15431	Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	497,80645161		497,80645161	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	15718	Уголок 140х140х12 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	5 512,06588235		5 512,06588235	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	13009	Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	2 502,59784946		2 502,59784946	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921844	1	24.02.2020	00-00000766	Труба 73х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19821-2014	465,6		465,6	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921844//Прожекторная мачта МПУ-27-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,06666667		0,06666667	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	11269	Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	489,72		489,72	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	11280	Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	135,11688312		135,11688312	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	11289	Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	240,27209302		240,27209302	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	11726	Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	27,4137931		27,4137931	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	12986	Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	742,90909091		742,90909091	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	57,375		57,375	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	15180	Лист 30 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	646,76883117		646,76883117	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	15205	Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	256,17529412		256,17529412	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	11270	Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	13,95806452		13,95806452	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	14228	Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	7,44		7,44	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	14953	Круг 10 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	0,45882353		0,45882353	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	14954	Круг 40 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	69,05333333		69,05333333	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	15029	Круг 20 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	0,58666667		0,58666667	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	15121	Круг 12 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	37,8		37,8	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	14143	Лист ПВ 506 ТУ 36.26.11-5-89 ст3 ГОСТ 380-2005	142,18125		142,18125	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	13077	Лист ромб 4 ГОСТ 8568-77 ст3 ГОСТ 380-2005	43,92352941		43,92352941	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	11268	Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	54,33548387		54,33548387	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	11275	Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	2 356,96304348		2 356,96304348	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	11278	Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	435,20645161		435,20645161	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	11283	Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	21,78064516		21,78064516	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	11286	Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	14,31195652		14,31195652	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	15134	Уголок 125х125х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	1 508,56666667		1 508,56666667	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	15165	Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	3 803,11363636		3 803,11363636	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	15167	Уголок 125х125х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	1 550,56941176		1 550,56941176	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	15193	Уголок 45х45х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	1 201,83225806		1 201,83225806	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	15428	Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	16,88709677		16,88709677	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	15718	Уголок 140х140х12 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	2 067,02470588		2 067,02470588	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	15720	Уголок 75х75х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	872,41304348		872,41304348	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	13009	Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	938,47419355		938,47419355	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	14.02.2020	00-00000766	Труба 73х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19821-2014	174,6		174,6	Нет	Нет	Да	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	27.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,06666667		0,06666667	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	27.02.2020	11269	Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	489,72		489,72	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	27.02.2020	11280	Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	135,11688312		135,11688312	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
921845	1	27.02.2020	11289	Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	240,27209302		240,27209302	Нет	Нет	Нет	ТРЕСТ КХМ АО	94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019	921845//Прожекторная мачта МПУ-30-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001
